"Amount","Currency","Cost Center","Funding Pool","GL account","Register","Date","Description"
"-13061,00","EUR","MM010","MM-GFH-11","6302 Theft","BNK-EUR-1","7/07/2012","Test fin contract 1689"
"-2955,00","EUR","MM010","MM-GFH-11","6303 Litigation","BNK-EUR-1","8/07/2012","Test fin contract 1690"
"-9087,00","EUR","MM010","MM-GFH-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","9/07/2012","Test fin contract 1691"
"-14878,00","EUR","MM010","MM-GFH-11","6305 stock variations and shrinkage","BNK-EUR-1","10/07/2012","Test fin contract 1692"
"-11961,00","EUR","MM010","MM-GFH-11","61901 Laundry and cleaning","BNK-EUR-1","11/07/2012","Test fin contract 1693"
"-13099,00","EUR","MM010","MM-GFH-11","61999 Other external services","BNK-EUR-1","12/07/2012","Test fin contract 1694"
"-3744,00","EUR","MM010","MM-GFH-11","6200 Staff with MSF contracts","BNK-EUR-1","13/07/2012","Test fin contract 1695"
"-6518,00","EUR","MM010","MM-GFH-11","6205 Incentives","BNK-EUR-1","14/07/2012","Test fin contract 1696"
"-1838,00","EUR","MM010","MM-GFH-11","6210 Daily labor","BNK-EUR-1","15/07/2012","Test fin contract 1697"
"-8089,00","EUR","MM010","MM-GFH-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","16/07/2012","Test fin contract 1698"
"-5915,00","EUR","MM010","MM-GFH-11","62151 Payroll taxes","BNK-EUR-1","17/07/2012","Test fin contract 1699"
"-9062,00","EUR","MM010","MM-GFH-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","18/07/2012","Test fin contract 1700"
"-6766,00","EUR","MM010","MM-GFH-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","19/07/2012","Test fin contract 1701"
"-9305,00","EUR","MM010","MM-GFH-11","6260 Perdiem and team living expenses","BNK-EUR-1","20/07/2012","Test fin contract 1702"
"-7894,00","EUR","MM010","MM-GFH-11","6265 HQ employees salaries and charges","BNK-EUR-1","21/07/2012","Test fin contract 1703"
"-8835,00","EUR","MM010","MM-GFH-11","6295 Other personal expenses","BNK-EUR-1","22/07/2012","Test fin contract 1704"
"-14658,00","EUR","MM010","MM-GFH-11","6300 Destruction of expired items","BNK-EUR-1","23/07/2012","Test fin contract 1705"
"-1711,00","EUR","MM010","MM-GFH-11","6301 cash differences","BNK-EUR-1","24/07/2012","Test fin contract 1706"
"-1312,00","EUR","MM010","MM-GFH-11","6302 Theft","BNK-EUR-1","25/07/2012","Test fin contract 1707"
"-3900,00","EUR","MM010","MM-GFH-11","6303 Litigation","BNK-EUR-1","26/07/2012","Test fin contract 1708"
"-10892,00","EUR","MM010","MM-GFH-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","27/07/2012","Test fin contract 1709"
"-9068,00","EUR","MM010","MM-GFH-11","6305 stock variations and shrinkage","BNK-EUR-1","28/07/2012","Test fin contract 1710"
"-5899,00","EUR","MM010","MM-GFH-11","6200 Staff with MSF contracts","BNK-EUR-1","29/07/2012","Test fin contract 1711"
"-4437,00","EUR","MM010","MM-GFH-11","6205 Incentives","BNK-EUR-1","30/07/2012","Test fin contract 1712"
"-4841,00","EUR","MM010","MM-GFH-11","6210 Daily labor","BNK-EUR-1","31/07/2012","Test fin contract 1713"
"-3692,00","EUR","MM010","MM-GFH-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","1/07/2012","Test fin contract 1714"
"-5214,00","EUR","MM010","MM-GFH-11","62151 Payroll taxes","BNK-EUR-1","2/07/2012","Test fin contract 1715"
"-8573,00","EUR","MM010","MM-GFH-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","3/07/2012","Test fin contract 1716"
"-1299,00","EUR","MM010","MM-GFH-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","4/07/2012","Test fin contract 1717"
"-12238,00","EUR","MM010","MM-GFH-11","6260 Perdiem and team living expenses","BNK-EUR-1","5/07/2012","Test fin contract 1718"
"-10763,00","EUR","MM010","MM-GFH-11","6265 HQ employees salaries and charges","BNK-EUR-1","6/07/2012","Test fin contract 1719"
"-2219,00","EUR","MM010","MM-GFH-11","6295 Other personal expenses","BNK-EUR-1","7/07/2012","Test fin contract 1720"
"-7701,00","EUR","MM010","MM-GFH-11","6300 Destruction of expired items","BNK-EUR-1","8/07/2012","Test fin contract 1721"
"-11302,00","EUR","MM010","MM-GFH-11","6301 cash differences","BNK-EUR-1","9/07/2012","Test fin contract 1722"
"-1084,00","EUR","MM010","MM-GFH-11","6302 Theft","BNK-EUR-1","10/07/2012","Test fin contract 1723"
"-11443,00","EUR","MM010","MM-GFH-11","6303 Litigation","BNK-EUR-1","11/07/2012","Test fin contract 1724"
"-3534,00","EUR","MM010","MM-GFH-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","12/07/2012","Test fin contract 1725"
"-6796,00","EUR","MM010","MM-GFH-11","6305 stock variations and shrinkage","BNK-EUR-1","13/07/2012","Test fin contract 1726"
"-11034,00","EUR","MM010","MM-GFH-11","61901 Laundry and cleaning","BNK-EUR-1","14/07/2012","Test fin contract 1727"
"-13402,00","EUR","MM010","MM-GFH-11","61999 Other external services","BNK-EUR-1","15/07/2012","Test fin contract 1728"
"-2259,00","EUR","MM010","MM-GFH-11","6200 Staff with MSF contracts","BNK-EUR-1","16/07/2012","Test fin contract 1729"
"-2002,00","EUR","MM010","MM-GFH-11","6205 Incentives","BNK-EUR-1","17/07/2012","Test fin contract 1730"
"-3707,00","EUR","MM010","MM-GFH-11","6210 Daily labor","BNK-EUR-1","18/07/2012","Test fin contract 1731"
"-9774,00","EUR","MM010","MM-GFH-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","19/07/2012","Test fin contract 1732"
"-11428,00","EUR","MM010","MM-GFH-11","62151 Payroll taxes","BNK-EUR-1","20/07/2012","Test fin contract 1733"
"-13542,00","EUR","MM010","MM-GFH-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","21/07/2012","Test fin contract 1734"
"-317,00","EUR","MM010","MM-GFH-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","22/07/2012","Test fin contract 1735"
"-6817,00","EUR","MM010","MM-GFH-11","6260 Perdiem and team living expenses","BNK-EUR-1","23/07/2012","Test fin contract 1736"
"-6245,00","EUR","MM010","MM-GFH-11","6265 HQ employees salaries and charges","BNK-EUR-1","24/07/2012","Test fin contract 1737"
"-13225,00","EUR","MM010","MM-GFH-11","6295 Other personal expenses","BNK-EUR-1","25/07/2012","Test fin contract 1738"
"-7600,00","EUR","MM010","MM-GFH-11","6300 Destruction of expired items","BNK-EUR-1","26/07/2012","Test fin contract 1739"
"-9534,00","EUR","MM010","MM-GFH-11","6301 cash differences","BNK-EUR-1","27/07/2012","Test fin contract 1740"
"-9311,00","EUR","MM010","MM-GFH-11","6302 Theft","BNK-EUR-1","28/07/2012","Test fin contract 1741"
"-7621,00","EUR","MM010","MM-GFH-11","6303 Litigation","BNK-EUR-1","29/07/2012","Test fin contract 1742"
"-8229,00","EUR","MM010","MM-GFH-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","30/07/2012","Test fin contract 1743"
"-730,00","EUR","MM010","MM-GFH-11","6305 stock variations and shrinkage","BNK-EUR-1","31/07/2012","Test fin contract 1744"
"-13352,00","EUR","MM010","MM-GFH-11","61901 Laundry and cleaning","BNK-EUR-1","1/07/2012","Test fin contract 1745"
"-13836,00","EUR","MM010","MM-GFH-11","61999 Other external services","BNK-EUR-1","2/07/2012","Test fin contract 1746"
"-2031,00","EUR","MM010","MM-GFH-11","6200 Staff with MSF contracts","BNK-EUR-1","3/07/2012","Test fin contract 1747"
"-10298,00","EUR","MM010","MM-GFH-11","6205 Incentives","BNK-EUR-1","4/07/2012","Test fin contract 1748"
"-13640,00","EUR","MM010","MM-GFH-11","6210 Daily labor","BNK-EUR-1","5/07/2012","Test fin contract 1749"
"-1891,00","EUR","MM010","MM-GFH-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","6/07/2012","Test fin contract 1750"
"-4187,00","EUR","MM010","MM-GFH-11","62151 Payroll taxes","BNK-EUR-1","7/07/2012","Test fin contract 1751"
"-493,00","EUR","MM010","MM-GFH-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","8/07/2012","Test fin contract 1752"
"-12948,00","EUR","MM010","MM-GFH-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","9/07/2012","Test fin contract 1753"
"-14179,00","EUR","MM010","MM-GFH-11","6260 Perdiem and team living expenses","BNK-EUR-1","10/07/2012","Test fin contract 1754"
"-10281,00","EUR","MM010","MM-GFH-11","6265 HQ employees salaries and charges","BNK-EUR-1","11/07/2012","Test fin contract 1755"
"-6571,00","EUR","MM010","MM-GFH-11","6295 Other personal expenses","BNK-EUR-1","12/07/2012","Test fin contract 1756"
"-2882,00","EUR","MM010","MM-GFH-11","6300 Destruction of expired items","BNK-EUR-1","13/07/2012","Test fin contract 1757"
"-13031,00","EUR","MM010","MM-GFH-11","6301 cash differences","BNK-EUR-1","14/07/2012","Test fin contract 1758"
"-9189,00","EUR","MM010","MM-GFH-11","6302 Theft","BNK-EUR-1","15/07/2012","Test fin contract 1759"
"-413,00","EUR","MM010","MM-GFH-11","6303 Litigation","BNK-EUR-1","16/07/2012","Test fin contract 1760"
"-2571,00","EUR","MM010","MM-GFH-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","17/07/2012","Test fin contract 1761"
"-11004,00","EUR","MM010","MM-GFH-11","6305 stock variations and shrinkage","BNK-EUR-1","18/07/2012","Test fin contract 1762"
"-13,00","EUR","MM010","MM-GFH-11","61901 Laundry and cleaning","BNK-EUR-1","19/07/2012","Test fin contract 1763"
"-12430,00","EUR","MM010","MM-GFH-11","61999 Other external services","BNK-EUR-1","20/07/2012","Test fin contract 1764"
"-10393,00","EUR","MM010","MM-GFH-11","6200 Staff with MSF contracts","BNK-EUR-1","21/07/2012","Test fin contract 1765"
"-9096,00","EUR","MM010","MM-GFH-11","6205 Incentives","BNK-EUR-1","22/07/2012","Test fin contract 1766"
"-3840,00","EUR","MM010","MM-GFH-11","6210 Daily labor","BNK-EUR-1","23/07/2012","Test fin contract 1767"
"-12214,00","EUR","MM010","MM-GFH-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","24/07/2012","Test fin contract 1768"
"-7215,00","EUR","MM010","MM-GFH-11","62151 Payroll taxes","BNK-EUR-1","25/07/2012","Test fin contract 1769"
"-7130,00","EUR","MM010","MM-GFH-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","26/07/2012","Test fin contract 1770"
"-11215,00","EUR","MM010","MM-GFH-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","27/07/2012","Test fin contract 1771"
"-10393,00","EUR","MM010","MM-GFH-11","6260 Perdiem and team living expenses","BNK-EUR-1","28/07/2012","Test fin contract 1772"
"-11294,00","EUR","MM010","MM-GFH-11","6265 HQ employees salaries and charges","BNK-EUR-1","29/07/2012","Test fin contract 1773"
"-6106,00","EUR","MM010","MM-GFH-11","6295 Other personal expenses","BNK-EUR-1","30/07/2012","Test fin contract 1774"
"-10924,00","EUR","MM010","MM-GFH-11","6300 Destruction of expired items","BNK-EUR-1","31/07/2012","Test fin contract 1775"
"-13297,00","EUR","MM010","MM-GFH-11","6301 cash differences","BNK-EUR-1","1/07/2012","Test fin contract 1776"
"-11615,00","EUR","MM010","MM-GFH-11","6302 Theft","BNK-EUR-1","2/07/2012","Test fin contract 1777"
"-14042,00","EUR","MM010","MM-GFH-11","6303 Litigation","BNK-EUR-1","3/07/2012","Test fin contract 1778"
"-9727,00","EUR","MM010","MM-GFH-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","4/07/2012","Test fin contract 1779"
"-9007,00","EUR","MM010","MM-GFH-11","6305 stock variations and shrinkage","BNK-EUR-1","5/07/2012","Test fin contract 1780"
"-3970,00","EUR","MM010","MM-GFH-11","6200 Staff with MSF contracts","BNK-EUR-1","6/07/2012","Test fin contract 1781"
"-1678,00","EUR","MM010","MM-GFH-11","6205 Incentives","BNK-EUR-1","7/07/2012","Test fin contract 1782"
"-389,00","EUR","MM010","MM-GFH-11","6210 Daily labor","BNK-EUR-1","8/07/2012","Test fin contract 1783"
"-1423,00","EUR","MM010","MM-GFH-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","9/07/2012","Test fin contract 1784"
"-5523,00","EUR","MM010","MM-GFH-11","62151 Payroll taxes","BNK-EUR-1","10/07/2012","Test fin contract 1785"
"-14188,00","EUR","MM010","MM-GFH-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","11/07/2012","Test fin contract 1786"
"-10212,00","EUR","MM010","MM-GFH-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","12/07/2012","Test fin contract 1787"
"-7385,00","EUR","MM010","MM-GFH-11","6260 Perdiem and team living expenses","BNK-EUR-1","13/07/2012","Test fin contract 1788"
"-12648,00","EUR","MM010","MM-GFH-11","6265 HQ employees salaries and charges","BNK-EUR-1","14/07/2012","Test fin contract 1789"
"-6411,00","EUR","MM010","MM-GFH-11","6295 Other personal expenses","BNK-EUR-1","15/07/2012","Test fin contract 1790"
"-8499,00","EUR","MM010","MM-GFH-11","6300 Destruction of expired items","BNK-EUR-1","16/07/2012","Test fin contract 1791"
"-1027,00","EUR","MM010","MM-GFH-11","6301 cash differences","BNK-EUR-1","17/07/2012","Test fin contract 1792"
"-9870,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","18/07/2012","Test fin contract 1793"
"-3656,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","19/07/2012","Test fin contract 1794"
"-8034,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","20/07/2012","Test fin contract 1795"
"-13378,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","21/07/2012","Test fin contract 1796"
"-3016,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","22/07/2012","Test fin contract 1797"
"-7273,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","23/07/2012","Test fin contract 1798"
"-1137,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","24/07/2012","Test fin contract 1799"
"-7483,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","25/07/2012","Test fin contract 1800"
"-7876,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","26/07/2012","Test fin contract 1801"
"-7765,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","27/07/2012","Test fin contract 1802"
"-14244,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","28/07/2012","Test fin contract 1803"
"-163,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","29/07/2012","Test fin contract 1804"
"-3998,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","30/07/2012","Test fin contract 1805"
"-9585,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","31/07/2012","Test fin contract 1806"
"-12984,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","1/07/2012","Test fin contract 1807"
"-9181,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","2/07/2012","Test fin contract 1808"
"-9153,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","3/07/2012","Test fin contract 1809"
"-2960,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","4/07/2012","Test fin contract 1810"
"-440,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","5/07/2012","Test fin contract 1811"
"-209,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","6/07/2012","Test fin contract 1812"
"-11599,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","7/07/2012","Test fin contract 1813"
"-618,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","8/07/2012","Test fin contract 1814"
"-13905,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","9/07/2012","Test fin contract 1815"
"-8773,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","10/07/2012","Test fin contract 1816"
"-7490,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","11/07/2012","Test fin contract 1817"
"-7456,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","12/07/2012","Test fin contract 1818"
"-2275,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","13/07/2012","Test fin contract 1819"
"-1327,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","14/07/2012","Test fin contract 1820"
"-7856,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","15/07/2012","Test fin contract 1821"
"-12803,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","16/07/2012","Test fin contract 1822"
"-10882,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","17/07/2012","Test fin contract 1823"
"-11725,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","18/07/2012","Test fin contract 1824"
"-6552,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","19/07/2012","Test fin contract 1825"
"-12619,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","20/07/2012","Test fin contract 1826"
"-11717,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","21/07/2012","Test fin contract 1827"
"-991,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","22/07/2012","Test fin contract 1828"
"-6890,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","23/07/2012","Test fin contract 1829"
"-10833,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","24/07/2012","Test fin contract 1830"
"-12864,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","25/07/2012","Test fin contract 1831"
"-13315,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","26/07/2012","Test fin contract 1832"
"-3832,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","27/07/2012","Test fin contract 1833"
"-11600,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","28/07/2012","Test fin contract 1834"
"-1358,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","29/07/2012","Test fin contract 1835"
"-2804,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","30/07/2012","Test fin contract 1836"
"-1978,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","31/07/2012","Test fin contract 1837"
"-726,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","1/07/2012","Test fin contract 1838"
"-13717,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","2/07/2012","Test fin contract 1839"
"-1834,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","3/07/2012","Test fin contract 1840"
"-8446,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","4/07/2012","Test fin contract 1841"
"-13713,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","5/07/2012","Test fin contract 1842"
"-11477,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","6/07/2012","Test fin contract 1843"
"-5957,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","7/07/2012","Test fin contract 1844"
"-3003,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","8/07/2012","Test fin contract 1845"
"-7694,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","9/07/2012","Test fin contract 1846"
"-7971,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","10/07/2012","Test fin contract 1847"
"-8369,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","11/07/2012","Test fin contract 1848"
"-6937,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","12/07/2012","Test fin contract 1849"
"-5507,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","13/07/2012","Test fin contract 1850"
"-110,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","14/07/2012","Test fin contract 1851"
"-2100,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","15/07/2012","Test fin contract 1852"
"-2172,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","16/07/2012","Test fin contract 1853"
"-11862,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","17/07/2012","Test fin contract 1854"
"-12291,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","18/07/2012","Test fin contract 1855"
"-6626,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","19/07/2012","Test fin contract 1856"
"-9002,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","20/07/2012","Test fin contract 1857"
"-11852,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","21/07/2012","Test fin contract 1858"
"-52,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","22/07/2012","Test fin contract 1859"
"-9564,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","23/07/2012","Test fin contract 1860"
"-9935,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","24/07/2012","Test fin contract 1861"
"-10908,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","25/07/2012","Test fin contract 1862"
"-10370,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","26/07/2012","Test fin contract 1863"
"-7272,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","27/07/2012","Test fin contract 1864"
"-7022,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","28/07/2012","Test fin contract 1865"
"-9208,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","29/07/2012","Test fin contract 1866"
"-13777,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","30/07/2012","Test fin contract 1867"
"-13650,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","31/07/2012","Test fin contract 1868"
"-568,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","1/07/2012","Test fin contract 1869"
"-4015,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","2/07/2012","Test fin contract 1870"
"-831,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","3/07/2012","Test fin contract 1871"
"-6380,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","4/07/2012","Test fin contract 1872"
"-1146,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","5/07/2012","Test fin contract 1873"
"-3176,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","6/07/2012","Test fin contract 1874"
"-3493,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","7/07/2012","Test fin contract 1875"
"-5138,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","8/07/2012","Test fin contract 1876"
"-9952,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","9/07/2012","Test fin contract 1877"
"-9047,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","10/07/2012","Test fin contract 1878"
"-10189,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","11/07/2012","Test fin contract 1879"
"-2695,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","12/07/2012","Test fin contract 1880"
"-338,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","13/07/2012","Test fin contract 1881"
"-2380,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","14/07/2012","Test fin contract 1882"
"-6054,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","15/07/2012","Test fin contract 1883"
"-1717,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","16/07/2012","Test fin contract 1884"
"-3258,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","17/07/2012","Test fin contract 1885"
"-7850,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","18/07/2012","Test fin contract 1886"
"-9906,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","19/07/2012","Test fin contract 1887"
"-14560,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","20/07/2012","Test fin contract 1888"
"-2725,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","21/07/2012","Test fin contract 1889"
"-12935,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","22/07/2012","Test fin contract 1890"
"-716,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","23/07/2012","Test fin contract 1891"
"-5317,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","24/07/2012","Test fin contract 1892"
"-12341,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","25/07/2012","Test fin contract 1893"
"-14503,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","26/07/2012","Test fin contract 1894"
"-7217,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","27/07/2012","Test fin contract 1895"
"-6619,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","28/07/2012","Test fin contract 1896"
"-2340,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","29/07/2012","Test fin contract 1897"
"-8941,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","30/07/2012","Test fin contract 1898"
"-5403,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","31/07/2012","Test fin contract 1899"
"-257,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","1/07/2012","Test fin contract 1900"
"-6676,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","2/07/2012","Test fin contract 1901"
"-14507,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","3/07/2012","Test fin contract 1902"
"-3331,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","4/07/2012","Test fin contract 1903"
"-7585,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","5/07/2012","Test fin contract 1904"
