id,level,name,type,parent_id,msfid
nom_1363,3,"MANG - Management, Guide",Mandatory,L051 - Human Resources Management,LIB - L - L051 - MANG
nom_1364,3,"MANT - Module, antenna",Mandatory,KCOM - Communication Kits,LOG - K - KCOM - MANT
nom_1365,3,"MARC - Marker, colour",Mandatory,EPSY - Equipment for psychological support,MED - E - EPSY - MARC
nom_1366,3,MARG - Margarine,Mandatory,AFOO - Food For Msf Staff,LOG - A - AFOO - MARG
nom_1367,3,"MARK - Marker, permanent, black",Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - MARK
nom_1368,3,MASA - Anaesthesia Mask,Mandatory,EANE - Anaesthesia,MED - E - EANE - MASA
nom_1369,3,MASG - Gas mask,Mandatory,PSAF - Safety And Protective Equipment,LOG - P - PSAF - MASG
nom_1370,3,"MASO - Mask, oxygen",Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - MASO
nom_1371,3,MASP - Respirator,Mandatory,ELIN - Linen And Protective Clothing,MED - E - ELIN - MASP
nom_1372,3,MASP - Respiratory protection,Mandatory,PSAF - Safety And Protective Equipment,LOG - P - PSAF - MASP
nom_1373,3,MASS - Surgical Mask,Mandatory,ELIN - Linen And Protective Clothing,MED - E - ELIN - MASS
nom_1374,3,MATC - Matches,Mandatory,ALIF - Team Life,LOG - A - ALIF - MATC
nom_1375,3,MATG - Ground mat,Mandatory,ALIF - Team Life,LOG - A - ALIF - MATG
nom_1376,3,MATT - Matting,Mandatory,CBUI - Building,LOG - C - CBUI - MATT
nom_1377,3,MATT - Mattress,Mandatory,ALIF - Team Life,LOG - A - ALIF - MATT
nom_1378,3,MATT - Mattress,Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - MATT
nom_1379,3,"MAUT - Module, autoclave",Mandatory,KMED - Medical Kits,MED - K - KMED - MAUT
nom_1380,3,"MCAB - Module, electrical cable",Mandatory,KPRO - Programme Support Kits,LOG - K - KPRO - MCAB
nom_1381,3,"MCAL - Module, calculator",Mandatory,KADM - Administration Kits,LOG - K - KADM - MCAL
nom_1382,3,MCHB - Mother and child health book,Mandatory,L009 - Gynaecology - Obstetrics,LIB - L - L009 - MCHB
nom_1383,3,"MCHL - Module, chlorination",Mandatory,KWAT - Water And Sanitation Kits,LOG - K - KWAT - MCHL
nom_1384,3,MCHO - Cholera Module,Mandatory,KMED - Medical Kits,MED - K - KMED - MCHO
nom_1385,3,"MCOL - Module, laptop computer",Mandatory,KADM - Administration Kits,LOG - K - KADM - MCOL
nom_1386,3,"MCOO - Module, cooking",Mandatory,KCAM - Camps Kits,LOG - K - KCAM - MCOO
nom_1387,3,"MDEN - Module, dengue, 1 000 persons",Mandatory,KWAT - Water And Sanitation Kits,LOG - K - KWAT - MDEN
nom_1388,3,MDIS - Disaster Module,Mandatory,KMED - Medical Kits,MED - K - KMED - MDIS
nom_1389,3,"MDIS - Module, water distribution",Mandatory,KWAT - Water And Sanitation Kits,LOG - K - KWAT - MDIS
nom_1390,3,"MDOS - Module, dosing pump",Mandatory,KWAT - Water And Sanitation Kits,LOG - K - KWAT - MDOS
nom_1391,3,MDRE - Dressing Module,Mandatory,KMED - Medical Kits,MED - K - KMED - MDRE
nom_1392,3,MDRS - Dressing Module,Mandatory,KMED - Medical Kits,MED - K - KMED - MDRS
nom_1393,3,"MDUP - Module, duplicator",Mandatory,KADM - Administration Kits,LOG - K - KADM - MDUP
nom_1394,3,MEAA - Measuring apparatus,Mandatory,EANT - Anthropometric Equipment,MED - E - EANT - MEAA
nom_1395,3,"MEAB - Measles, Book",Mandatory,L003 - Viral Infectious Diseases,LIB - L - L003 - MEAB
nom_1396,3,"MEAG - Measle, Guide",Mandatory,L003 - Viral Infectious Diseases,LIB - L - L003 - MEAG
nom_1397,3,"MEAG - Measles vaccination, guide",Mandatory,L015 - Immunization - Cold Chain,LIB - L - L015 - MEAG
nom_1398,3,MEAJ - Measuring jug,Mandatory,PCOO - Cooking,LOG - P - PCOO - MEAJ
nom_1399,3,MEAR - Measuring tools,Mandatory,PTOO - Tools,LOG - P - PTOO - MEAR
nom_1400,3,MEAT - Meat,Mandatory,AFOO - Food For Msf Staff,LOG - A - AFOO - MEAT
nom_1401,3,MEBE - Mebendazole,Mandatory,DORA - Oral Drugs,MED - D - DORA - MEBE
nom_1402,3,MEBO - Viral haemorrhagic fever module,Mandatory,KMED - Medical Kits,MED - K - KMED - MEBO
nom_1403,3,"MECB - Mechanic, Book",Mandatory,L041 - Mechanics /Transport,LIB - L - L041 - MECB
nom_1404,3,"MECD - Mechanics, Digital Media",Mandatory,L041 - Mechanics /Transport,LIB - L - L041 - MECD
nom_1405,3,"MECG - Mechanic, Guide",Mandatory,L040 - Logistics,LIB - L - L040 - MECG
nom_1406,3,"MECG - Mechanic, Guide",Mandatory,L041 - Mechanics /Transport,LIB - L - L041 - MECG
nom_1407,3,MECY - Menstruation cycle,Mandatory,ETPO - Training Posters,MED - E - ETPO - MECY
nom_1408,3,"MEDB - Medecine, Humanitary, Book",Mandatory,L001 - Medicine General Information,LIB - L - L001 - MEDB
nom_1409,3,"MEDB - Medecine, Humanitary, Book",Mandatory,L070 - Humanitarian Assistance,LIB - L - L070 - MEDB
nom_1410,3,"MEDB - Medical, Book",Mandatory,L002 - Internal Medicine,LIB - L - L002 - MEDB
nom_1411,3,MEDR - Depo Medroxyprogesterone,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - MEDR
nom_1412,3,MEET - Mercapto-ethanol,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - MEET
nom_1413,3,MEFL - Mefloquine,Mandatory,DORA - Oral Drugs,MED - D - DORA - MEFL
nom_1414,3,MEGA - Megaphone,Mandatory,PCOM - Communication,LOG - P - PCOM - MEGA
nom_1415,3,MEGA - Meglumine Antimoniate,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - MEGA
nom_1416,3,MEHB - Mental health,Mandatory,L019 - Refugees - Displaced,LIB - L - L019 - MEHB
nom_1417,3,MELA - Melarsoprol,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - MELA
nom_1418,3,MEMK - USB memory key,Mandatory,ADAP - Data Processing,LOG - A - ADAP - MEMK
nom_1419,3,MEMR - RAM memory,Mandatory,ADAP - Data Processing,LOG - A - ADAP - MEMR
nom_1420,3,"MEND - Meningitis, Digital Media",Mandatory,L013 - Laboratory,LIB - L - L013 - MEND
nom_1421,3,"MENG - Meningitis, Guide",Mandatory,L004 - Bacterial Infectious Diseases,LIB - L - L004 - MENG
nom_1422,3,MENT - Meningitis Test,Mandatory,DDGT - Diagnostic tests,MED - D - DDGT - MENT
nom_1423,3,MERG - Methylergometrine,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - MERG
nom_1424,3,MERG - Methylergometrine,Mandatory,DORA - Oral Drugs,MED - D - DORA - MERG
nom_1425,3,MESG - skin graft mesher,Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - MESG
nom_1426,3,"MESN - Mesh, surgical, NON absorbable",Mandatory,SSUT - Sutures,MED - S - SSUT - MESN
nom_1427,3,META - Methylic Alcool,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - META
nom_1428,3,METB - Methylene Blue,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - METB
nom_1429,3,METF - Metformin,Mandatory,DORA - Oral Drugs,MED - D - DORA - METF
nom_1430,3,METN - Metronidazol,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - METN
nom_1431,3,METN - Metronidazol,Mandatory,DORA - Oral Drugs,MED - D - DORA - METN
nom_1432,3,METO - Metoclopramide,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - METO
nom_1433,3,METO - Metoclopramide,Mandatory,DORA - Oral Drugs,MED - D - DORA - METO
nom_1434,3,METR - Metrology tools,Mandatory,PTOO - Tools,LOG - P - PTOO - METR
nom_1435,3,METY - Methyldopa,Mandatory,DORA - Oral Drugs,MED - D - DORA - METY
nom_1436,3,MEXA - Examination Material Module,Mandatory,KMED - Medical Kits,MED - K - KMED - MEXA
nom_1437,3,MFAI - First Aid Drugs Module,Mandatory,KMED - Medical Kits,MED - K - KMED - MFAI
nom_1438,3,"MFAX - Module, fax machine",Mandatory,KADM - Administration Kits,LOG - K - KADM - MFAX
nom_1439,3,"MFOS - Module, sampling food commodities",Mandatory,KMED - Medical Kits,MED - K - KMED - MFOS
nom_1440,3,"MFRI - Module, refrigerator maintenance",Mandatory,KPRO - Programme Support Kits,LOG - K - KPRO - MFRI
nom_1441,3,"MFUR - Module, furniture",Mandatory,KADM - Administration Kits,LOG - K - KADM - MFUR
nom_1442,3,MGIT - Mycobacteria growth indicator,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - MGIT
nom_1443,3,MGIT - Mycobacterial detection system,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - MGIT
nom_1444,3,"MHDW - Module, hardware",Mandatory,KPRO - Programme Support Kits,LOG - K - KPRO - MHDW
nom_1445,3,"MHFB - Module, HF base station",Mandatory,KCOM - Communication Kits,LOG - K - KCOM - MHFB
nom_1446,3,"MHFM - Module, HF mobile station",Mandatory,KCOM - Communication Kits,LOG - K - KCOM - MHFM
nom_1447,3,"MHHE - Module hospital, equipment",Mandatory,KMED - Medical Kits,MED - K - KMED - MHHE
nom_1448,3,"MHHM - Module hospital, medicines",Mandatory,KMED - Medical Kits,MED - K - KMED - MHHM
nom_1449,3,"MHHS - Module hospital, renewable supplies",Mandatory,KMED - Medical Kits,MED - K - KMED - MHHS
nom_1450,3,MHMI - Module stationary hospital kit,Mandatory,KADM - Administration Kits,LOG - K - KADM - MHMI
nom_1451,3,"MHOM - Operation theatre module, medicines",Mandatory,KMED - Medical Kits,MED - K - KMED - MHOM
nom_1452,3,"MHOO - KIT HOSPITAL, ordering information",Mandatory,KMED - Medical Kits,MED - K - KMED - MHOO
nom_1453,3,"MHOS - Module, hose",Mandatory,KWAT - Water And Sanitation Kits,LOG - K - KWAT - MHOS
nom_1454,3,"MHOS - Operation theatre module, renew.supplies",Mandatory,KMED - Medical Kits,MED - K - KMED - MHOS
nom_1455,3,"MHTM - Module triage & OPD, medicines",Mandatory,KMED - Medical Kits,MED - K - KMED - MHTM
nom_1456,3,"MHWM - Module ward, medicines",Mandatory,KMED - Medical Kits,MED - K - KMED - MHWM
nom_1457,3,MICO - Miconazole,Mandatory,DEXT - Drugs External Use,MED - D - DEXT - MICO
nom_1458,3,MICO - Miconazole,Mandatory,DORA - Oral Drugs,MED - D - DORA - MICO
nom_1459,3,MICR - Microscope,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - MICR
nom_1460,3,MIDA - Midazolam,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - MIDA
nom_1461,3,MIDB - Middlebrook,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - MIDB
nom_1462,3,"MIDE - Module, identification",Mandatory,KPRO - Programme Support Kits,LOG - K - KPRO - MIDE
nom_1463,3,MIFP - Mifepristone,Mandatory,DORA - Oral Drugs,MED - D - DORA - MIFP
nom_1464,3,"MILI - Milk, infant",Mandatory,NFOS - Specialized Food,MED - N - NFOS - MILI
nom_1465,3,MILK - Milk,Mandatory,AFOO - Food For Msf Staff,LOG - A - AFOO - MILK
nom_1466,3,MILK - Milk,Mandatory,NFOS - Specialized Food,MED - N - NFOS - MILK
nom_1467,3,MILL - Millet,Mandatory,NFOO - Food Commodities,MED - N - NFOO - MILL
nom_1468,3,MILP - Microloop Pasteur,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - MILP
nom_1469,3,MILT - Miltefosine,Mandatory,DORA - Oral Drugs,MED - D - DORA - MILT
nom_1470,3,MIMM - Module Immunization,Mandatory,KMED - Medical Kits,MED - K - KMED - MIMM
nom_1471,3,MINB - Minimum to know,Mandatory,CBUI - Building,LOG - C - CBUI - MINB
nom_1472,3,"MINC - Module, incinerator",Mandatory,KWAT - Water And Sanitation Kits,LOG - K - KWAT - MINC
nom_1473,3,"MINS - Module, installation",Mandatory,KCAM - Camps Kits,LOG - K - KCAM - MINS
nom_1474,3,MINU - Micronutrient complex,Mandatory,NFOS - Specialized Food,MED - N - NFOS - MINU
nom_1475,3,MIRR - Mirror,Mandatory,ESUD - Dental Surgical Instruments,MED - E - ESUD - MIRR
nom_1476,3,MIRR - Mirror,Mandatory,PHYG - Hygiene,LOG - P - PHYG - MIRR
nom_1477,3,MIRR - Mirror,Mandatory,PTOO - Tools,LOG - P - PTOO - MIRR
nom_1478,3,MISC - Miscellaneous,Mandatory,ADAP - Data Processing,LOG - A - ADAP - MISC
nom_1479,3,MISC - Miscellaneous,Mandatory,AFOO - Food For Msf Staff,LOG - A - AFOO - MISC
nom_1480,3,MISC - Miscellaneous,Mandatory,AFUR - Furnitures,LOG - A - AFUR - MISC
nom_1481,3,MISC - Miscellaneous,Mandatory,ALIF - Team Life,LOG - A - ALIF - MISC
nom_1482,3,MISC - Miscellaneous,Mandatory,ALST - Logistic Stationery,LOG - A - ALST - MISC
nom_1483,3,MISC - Miscellaneous,Mandatory,AOFF - Office Equipment,LOG - A - AOFF - MISC
nom_1484,3,MISC - Miscellaneous,Mandatory,ASTA - Stationery,LOG - A - ASTA - MISC
nom_1485,3,MISC - Miscellaneous,Mandatory,CBUI - Building,LOG - C - CBUI - MISC
nom_1486,3,MISC - Miscellaneous,Mandatory,CSHE - Shelters,LOG - C - CSHE - MISC
nom_1487,3,MISC - Miscellaneous,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - MISC
nom_1488,3,MISC - Miscellaneous,Mandatory,DDGT - Diagnostic tests,MED - D - DDGT - MISC
nom_1489,3,MISC - Miscellaneous,Mandatory,DEXO - Ophtalmic Drugs For External Use,MED - D - DEXO - MISC
nom_1490,3,MISC - Miscellaneous,Mandatory,DEXT - Drugs External Use,MED - D - DEXT - MISC
nom_1491,3,MISC - Miscellaneous,Mandatory,DINF - Infusions,MED - D - DINF - MISC
nom_1492,3,MISC - Miscellaneous,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - MISC
nom_1493,3,MISC - Miscellaneous,Mandatory,DORA - Oral Drugs,MED - D - DORA - MISC
nom_1494,3,MISC - Miscellaneous,Mandatory,DVAC - Vaccines,MED - D - DVAC - MISC
nom_1495,3,MISC - Miscellaneous,Mandatory,EANE - Anaesthesia,MED - E - EANE - MISC
nom_1496,3,MISC - Miscellaneous,Mandatory,EANT - Anthropometric Equipment,MED - E - EANT - MISC
nom_1497,3,MISC - Miscellaneous,Mandatory,EDIM - Diagnostic Imaging equipment,MED - E - EDIM - MISC
nom_1498,3,MISC - Miscellaneous,Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - MISC
nom_1499,3,MISC - Miscellaneous,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - MISC
nom_1500,3,MISC - Miscellaneous,Mandatory,ELIN - Linen And Protective Clothing,MED - E - ELIN - MISC
nom_1501,3,MISC - Miscellaneous,Mandatory,EMEQ - Medical Equipment,MED - E - EMEQ - MISC
nom_1502,3,MISC - Miscellaneous,Mandatory,EPSY - Equipment for psychological support,MED - E - EPSY - MISC
nom_1503,3,MISC - Miscellaneous,Mandatory,ESTE - Sterilization,MED - E - ESTE - MISC
nom_1504,3,MISC - Miscellaneous,Mandatory,ESUD - Dental Surgical Instruments,MED - E - ESUD - MISC
nom_1505,3,MISC - Miscellaneous,Mandatory,ESUF - Surgical Instruments For External Fixator,MED - E - ESUF - MISC
nom_1506,3,MISC - Miscellaneous,Mandatory,ESUO - Ophtalmic Surgical Instruments,MED - E - ESUO - MISC
nom_1507,3,MISC - Miscellaneous,Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - MISC
nom_1508,3,MISC - Miscellaneous,Mandatory,ETMA - Training Mannequins,MED - E - ETMA - MISC
nom_1509,3,MISC - Miscellaneous,Mandatory,ETPO - Training Posters,MED - E - ETPO - MISC
nom_1510,3,MISC - Miscellaneous,Mandatory,SIGN - NAIL OF SIGN material,MED - S - SIGN - MISC
nom_1511,3,MISC - Miscellaneous,Mandatory,KADM - Administration Kits,LOG - K - KADM - MISC
nom_1512,3,MISC - Miscellaneous,Mandatory,NFOO - Food Commodities,MED - N - NFOO - MISC
nom_1513,3,MISC - Miscellaneous,Mandatory,NFOS - Specialized Food,MED - N - NFOS - MISC
nom_1514,3,MISC - Miscellaneous,Mandatory,PCOL - Cold Chain,LOG - P - PCOL - MISC
nom_1515,3,MISC - Miscellaneous,Mandatory,PCOM - Communication,LOG - P - PCOM - MISC
nom_1516,3,MISC - Miscellaneous,Mandatory,PCOO - Cooking,LOG - P - PCOO - MISC
nom_1517,3,MISC - Miscellaneous,Mandatory,PELE - Electricity,LOG - P - PELE - MISC
nom_1518,3,MISC - Miscellaneous,Mandatory,PHDW - Hardware,LOG - P - PHDW - MISC
nom_1519,3,MISC - Miscellaneous,Mandatory,PHYG - Hygiene,LOG - P - PHYG - MISC
nom_1520,3,MISC - Miscellaneous,Mandatory,PIDE - Identification,LOG - P - PIDE - MISC
nom_1521,3,MISC - Miscellaneous,Mandatory,PLIG - Lighting,LOG - P - PLIG - MISC
nom_1522,3,MISC - Miscellaneous,Mandatory,PPAC - Packing And Handling,LOG - P - PPAC - MISC
nom_1523,3,MISC - Miscellaneous,Mandatory,PPAI - Paint,LOG - P - PPAI - MISC
nom_1524,3,MISC - Miscellaneous,Mandatory,PSAF - Safety And Protective Equipment,LOG - P - PSAF - MISC
nom_1525,3,MISC - Miscellaneous,Mandatory,PTOO - Tools,LOG - P - PTOO - MISC
nom_1526,3,MISC - Miscellaneous,Mandatory,PX-- - Spare parts,LOG - P - PX-- - MISC
nom_1527,3,MISC - Miscellaneous,Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - MISC
nom_1528,3,MISC - Miscellaneous,Mandatory,SDRE - Dressings,MED - S - SDRE - MISC
nom_1529,3,MISC - Miscellaneous,Mandatory,SINS - Injection Supplies,MED - S - SINS - MISC
nom_1530,3,MISC - Miscellaneous,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - MISC
nom_1531,3,MISC - Miscellaneous,Mandatory,SMST - Medical Stationery,MED - S - SMST - MISC
nom_1532,3,MISC - Miscellaneous,Mandatory,SMSU - Small Medical Supplies,MED - S - SMSU - MISC
nom_1533,3,MISC - Miscellaneous,Mandatory,SSUT - Sutures,MED - S - SSUT - MISC
nom_1534,3,MISC - Miscellaneous,Mandatory,SDIM - Diagnostic imaging supplies,MED - S - SDIM - MISC
nom_1535,3,MISC - Miscellaneous,Mandatory,TBOA - Boats,LOG - T - TBOA - MISC
nom_1536,3,MISC - Miscellaneous,Mandatory,TTOY - Toyota Vehicles,LOG - T - TTOY - MISC
nom_1537,3,MISC - Miscellaneous,Mandatory,TVEA - Vehicles Accessories,LOG - T - TVEA - MISC
nom_1538,3,MISC - Miscellaneous,Mandatory,TVEC - Vehicles Consumables,LOG - T - TVEC - MISC
nom_1539,3,MISC - Miscellaneous,Mandatory,TVEM - Vehicles Modifications,LOG - T - TVEM - MISC
nom_1540,3,MISC - Miscellaneous,Mandatory,TXTO - Spare Parts Toyota,LOG - T - TXTO - MISC
nom_1541,3,MISC - Miscellaneous,Mandatory,TXYA - Spare Parts Yamaha,LOG - T - TXYA - MISC
nom_1542,3,MISC - Miscellaneous,Mandatory,CSEM - Semipermanent Shelter,LOG - C - CSEM - MISC
nom_1543,3,MISC - Miscellaneous,Mandatory,CXHA - Spare Parts Hayward,LOG - C - CXHA - MISC
nom_1544,3,MISC - Miscellaneous,Mandatory,DDIS - Disinfectants,MED - D - DDIS - MISC
nom_1545,3,MISC - Miscellaneous,Mandatory,EPHY - Physiotherapy equipment,MED - E - EPHY - MISC
nom_1546,3,MISC - Miscellaneous,Mandatory,ESIG - NAIL of SIGN material,MED - E - ESIG - MISC
nom_1547,3,MISC - Miscellaneous,Mandatory,ESTR - Stryker material for internal fixation,MED - E - ESTR - MISC
nom_1548,3,MISC - Miscellaneous,Mandatory,KCAM - Camps Kits,LOG - K - KCAM - MISC
nom_1549,3,MISC - Miscellaneous,Mandatory,KCOM - Communication Kits,LOG - K - KCOM - MISC
nom_1550,3,MISC - Miscellaneous,Mandatory,"KLIB - KIT, LIBRARY",LIB - K - KLIB - MISC
nom_1551,3,MISC - Miscellaneous,Mandatory,KMED - Medical Kits,MED - K - KMED - MISC
nom_1552,3,MISC - Miscellaneous,Mandatory,KPRO - Programme Support Kits,LOG - K - KPRO - MISC
nom_1553,3,MISC - Miscellaneous,Mandatory,KSUD - Dental Instrument Box,MED - K - KSUD - MISC
nom_1554,3,MISC - Miscellaneous,Mandatory,KSUO - Ophthalmic instruments boxes,MED - K - KSUO - MISC
nom_1555,3,MISC - Miscellaneous,Mandatory,KSUR - Surgical Instruments Sets,MED - K - KSUR - MISC
nom_1556,3,MISC - Miscellaneous,Mandatory,KTRA - Transport Kits,LOG - K - KTRA - MISC
nom_1557,3,MISC - Miscellaneous,Mandatory,KWAT - Water And Sanitation Kits,LOG - K - KWAT - MISC
nom_1558,3,MISC - Miscellaneous,Mandatory,L000 - MSF (articles written by MSF),LIB - L - L000 - MISC
nom_1559,3,MISC - Miscellaneous,Mandatory,L001 - Medicine General Information,LIB - L - L001 - MISC
nom_1560,3,MISC - Miscellaneous,Mandatory,L002 - Internal Medicine,LIB - L - L002 - MISC
nom_1561,3,MISC - Miscellaneous,Mandatory,L003 - Viral Infectious Diseases,LIB - L - L003 - MISC
nom_1562,3,MISC - Miscellaneous,Mandatory,L004 - Bacterial Infectious Diseases,LIB - L - L004 - MISC
nom_1563,3,MISC - Miscellaneous,Mandatory,L005 - MYCOLOGICAL INFECTIOUS DISEASES,LIB - L - L005 - MISC
nom_1564,3,MISC - Miscellaneous,Mandatory,L006 - Parasitic Infectious Diseases,LIB - L - L006 - MISC
nom_1565,3,MISC - Miscellaneous,Mandatory,L007 - Std - Aids,LIB - L - L007 - MISC
nom_1566,3,MISC - Miscellaneous,Mandatory,L008 - Surgery-Anaesthesia-Dentistry-Physiotherapy-Transf,LIB - L - L008 - MISC
nom_1567,3,MISC - Miscellaneous,Mandatory,L009 - Gynaecology - Obstetrics,LIB - L - L009 - MISC
nom_1568,3,MISC - Miscellaneous,Mandatory,L010 - Paediatrics,LIB - L - L010 - MISC
nom_1569,3,MISC - Miscellaneous,Mandatory,L011 - Ophthalmology - Dermatology,LIB - L - L011 - MISC
nom_1570,3,MISC - Miscellaneous,Mandatory,L012 - Radiology - Medical Imaging,LIB - L - L012 - MISC
nom_1571,3,MISC - Miscellaneous,Mandatory,L013 - Laboratory,LIB - L - L013 - MISC
nom_1572,3,MISC - Miscellaneous,Mandatory,L014 - Pharmacology,LIB - L - L014 - MISC
nom_1573,3,MISC - Miscellaneous,Mandatory,L015 - Immunization - Cold Chain,LIB - L - L015 - MISC
nom_1574,3,MISC - Miscellaneous,Mandatory,L016 - Nutrition,LIB - L - L016 - MISC
nom_1575,3,MISC - Miscellaneous,Mandatory,L017 - REPRODUCTIVE HEALTH,LIB - L - L017 - MISC
nom_1576,3,MISC - Miscellaneous,Mandatory,L018 - Water & Sanitation,LIB - L - L018 - MISC
nom_1577,3,MISC - Miscellaneous,Mandatory,L019 - Refugees - Displaced,LIB - L - L019 - MISC
nom_1578,3,MISC - Miscellaneous,Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB - L - L020 - MISC
nom_1579,3,MISC - Miscellaneous,Mandatory,L021 - Training - Education,LIB - L - L021 - MISC
nom_1580,3,MISC - Miscellaneous,Mandatory,L022 - Community Health,LIB - L - L022 - MISC
nom_1581,3,MISC - Miscellaneous,Mandatory,L023 - Anthropology,LIB - L - L023 - MISC
nom_1582,3,MISC - Miscellaneous,Mandatory,L024 - Epidemiology - Statistics,LIB - L - L024 - MISC
nom_1583,3,MISC - Miscellaneous,Mandatory,L025 - Health Services Management,LIB - L - L025 - MISC
nom_1584,3,MISC - Miscellaneous,Mandatory,L026 - Drugs Management,LIB - L - L026 - MISC
nom_1585,3,MISC - Miscellaneous,Mandatory,L027 - Mental Health,LIB - L - L027 - MISC
nom_1586,3,MISC - Miscellaneous,Mandatory,L028 - Health Of Expatriates,LIB - L - L028 - MISC
nom_1587,3,MISC - Miscellaneous,Mandatory,L029 - Nursing - Infection Control,LIB - L - L029 - MISC
nom_1588,3,MISC - Miscellaneous,Mandatory,L030 - INFECTION CONTROL,LIB - L - L030 - MISC
nom_1589,3,MISC - Miscellaneous,Mandatory,L031 - SOCIAL ISSUES,LIB - L - L031 - MISC
nom_1590,3,MISC - Miscellaneous,Mandatory,L040 - Logistics,LIB - L - L040 - MISC
nom_1591,3,MISC - Miscellaneous,Mandatory,L041 - Mechanics /Transport,LIB - L - L041 - MISC
nom_1592,3,MISC - Miscellaneous,Mandatory,L042 - Telecommunication,LIB - L - L042 - MISC
nom_1593,3,MISC - Miscellaneous,Mandatory,L043 - Building - Shelters,LIB - L - L043 - MISC
nom_1594,3,MISC - Miscellaneous,Mandatory,L044 - Data Processing,LIB - L - L044 - MISC
nom_1595,3,MISC - Miscellaneous,Mandatory,L045 - Catalogues & Order Lists,LIB - L - L045 - MISC
nom_1596,3,MISC - Miscellaneous,Mandatory,L046 - Food Aid,LIB - L - L046 - MISC
nom_1597,3,MISC - Miscellaneous,Mandatory,L047 - Supply,LIB - L - L047 - MISC
nom_1598,3,MISC - Miscellaneous,Mandatory,L048 - Energy,LIB - L - L048 - MISC
nom_1599,3,MISC - Miscellaneous,Mandatory,L050 - Administration - Finances,LIB - L - L050 - MISC
nom_1600,3,MISC - Miscellaneous,Mandatory,L051 - Human Resources Management,LIB - L - L051 - MISC
nom_1601,3,MISC - Miscellaneous,Mandatory,L052 - Security,LIB - L - L052 - MISC
nom_1602,3,MISC - Miscellaneous,Mandatory,L060 - MSF - GENERAL FACTS,LIB - L - L060 - MISC
nom_1603,3,MISC - Miscellaneous,Mandatory,L061 - Msf - Publications,LIB - L - L061 - MISC
nom_1604,3,MISC - Miscellaneous,Mandatory,L062 - MSF - INTERNAL DOCUMENTS,LIB - L - L062 - MISC
nom_1605,3,MISC - Miscellaneous,Mandatory,L070 - Humanitarian Assistance,LIB - L - L070 - MISC
nom_1606,3,MISC - Miscellaneous,Mandatory,L071 - CONTEXTS - GEOPOLITICS,LIB - L - L071 - MISC
nom_1607,3,MISC - Miscellaneous,Mandatory,L072 - Humanitarian Assistance - Law,LIB - L - L072 - MISC
nom_1608,3,MISC - Miscellaneous,Mandatory,L073 - Humanitarian Assistance - Interventions,LIB - L - L073 - MISC
nom_1609,3,MISC - Miscellaneous,Mandatory,L074 - NTERNATIONAL ORGANISATIONS,LIB - L - L074 - MISC
nom_1610,3,MISC - Miscellaneous,Mandatory,L075 - NGO's,LIB - L - L075 - MISC
nom_1611,3,MISC - Miscellaneous,Mandatory,L076 - STATES: HUM. ASSISTANCE,LIB - L - L076 - MISC
nom_1612,3,MISC - Miscellaneous,Mandatory,L077 - Languages,LIB - L - L077 - MISC
nom_1613,3,MISC - Miscellaneous,Mandatory,LEAF - Leaflets,LIB - L - LEAF - MISC
nom_1614,3,MISC - Miscellaneous,Mandatory,NFST - Food commodities stationary,MED - N - NFST - MISC
nom_1615,3,MISC - Miscellaneous,Mandatory,NSST - Specialized food stationary,MED - N - NSST - MISC
nom_1616,3,MISC - Miscellaneous,Mandatory,PXDV - Spare Parts Davey,LOG - P - PXDV - MISC
nom_1617,3,MISC - Miscellaneous,Mandatory,PXHO - Spare Parts Honda,LOG - P - PXHO - MISC
nom_1618,3,MISC - Miscellaneous,Mandatory,PXKO - Spare Parts Koshin,LOG - P - PXKO - MISC
nom_1619,3,MISC - Miscellaneous,Mandatory,PXLI - Spare Parts Lister,LOG - P - PXLI - MISC
